     108
nfi=       0 etot=         44.78225733
Ar           22.46445250          19.27469415          40.45581476
Ar           13.13135455          22.43238515          44.86218125
Ar           14.87525213          27.93668077          38.17029536
Ar           13.86957798          24.84824865          13.42161823
Ar            4.18896754          25.40798222           0.67668711
Ar            8.52617586          20.12091140          10.50390182
Ar           12.78836371          28.64414830          13.19793726
Ar            2.70685190          27.61927430          25.02845941
Ar           19.15396751          26.06026966          23.52453970
Ar           20.47270756          12.76609474          19.10972526
Ar            6.01206110          42.42767558          37.31294631
Ar           15.63401274          27.83228334          30.04408569
Ar           22.18087473          26.12760541          28.97616715
Ar            9.63939197          22.29797056          47.66303254
Ar            9.35994521          26.15966785          49.25918295
Ar           23.01376393          43.63864924          12.81019299
Ar           17.44240370          40.79282483          11.09810718
Ar           16.07128080          26.37081377          19.99666993
Ar           26.68364437          38.78214474          24.66065803
Ar           17.57628759          35.36805714          26.56696417
Ar           21.61839739          39.16274036          25.81303535
Ar           13.86971076          30.91104946          30.64534319
Ar            4.76632310          33.59483058          36.19019660
Ar            9.54916018          28.30288163          32.95434659
Ar           19.10199506          25.60686550          31.74717279
Ar           28.05922745          41.71633780          42.75304431
Ar            4.10528036          40.65310525          23.61138790
Ar           19.76375751           3.86428082          12.55609346
Ar           25.62349602          16.35575815           1.60562204
Ar           24.74857062           0.14727568          21.96445951
Ar           19.95807473          18.75699730          18.12136521
Ar           26.45306697           5.83521961          28.00682510
Ar           51.59160674          10.79547053          16.43547735
Ar           11.95705136          12.21013640          26.43215456
Ar           15.32548138           7.48343280          25.47435957
Ar           20.96085753          18.17804537          35.03500780
Ar           19.92031418          16.08528551          41.08363817
Ar           20.73231232          15.04117427          37.42765275
Ar           17.27524860          17.81088237          43.14408494
Ar           32.68043189          29.92012864          33.38161585
Ar           27.45411051          30.65097596           4.22415754
Ar           18.78562632          23.54469253          13.20114740
Ar           26.58910316          32.89481228          17.36120240
Ar           15.42472123          15.86225729          26.91100960
Ar           27.94839293          23.67317067          23.86676055
Ar           27.56606289          26.60101674          27.62960707
Ar           27.68462706          25.95623603          39.85570265
Ar           30.41795932          28.16248578          31.00996598
Ar           25.20985248          30.98644948          30.14091852
Ar           26.19855323          23.52773368          34.91089383
Ar           28.50265975          34.26506491          41.33778861
Ar           23.24811638          31.29349171          14.75936715
Ar           31.96301192          36.16689511          14.37601985
Ar           24.94824657          31.28053120          20.20232775
Ar           16.81170073          20.02628982          14.89885813
Ar           21.42521965          28.60207788          18.93472763
Ar           22.66428901          39.40905904          13.79128879
Ar           29.95907176          36.69703444          26.91016049
Ar           11.00612571          40.32138526          30.49949856
Ar           27.96609950          36.19711521          22.34087070
Ar           29.38498502          40.19708981          45.65772648
Ar           23.42599343          36.19618707          46.40000314
Ar           18.11355135          27.31669567          48.88974309
Ar           34.58637490          12.58059287          13.77507847
Ar           35.55219657           5.60529075          13.44225872
Ar           46.45915750          24.38272031          16.36845107
Ar           36.57420911          15.73652837          15.43307374
Ar           41.39721412          22.77162917          16.19736294
Ar           36.82270460          19.08229221          17.28986704
Ar           43.21749403           2.78313222          30.12139928
Ar           40.59227659          14.03578797          23.20645888
Ar           33.65131427          11.93229075          23.86953941
Ar           43.83645214           4.34342121          33.55086977
Ar           31.20846799          12.54461043          49.96639117
Ar           40.40622019          30.77995496          46.16538962
Ar           33.39360212          26.96790552           9.17084212
Ar           43.48677097          29.19989173          11.65702086
Ar           29.98965410          26.45652364          20.05204308
Ar           33.46066311          25.68710809          19.05246272
Ar           27.07648154          27.83315657          10.14530104
Ar           56.94540989          31.98164708          27.24644935
Ar           46.43359312          27.63016997          35.30518954
Ar           32.77874835          14.99796761          29.95983419
Ar           35.49790361          27.22233521          34.85599803
Ar           44.50758861          34.97176124          37.65303007
Ar           43.52423131          21.07268542          33.41263334
Ar           31.58744040          27.97994249          37.06954423
Ar           34.43309585          31.89506057           4.21175993
Ar           38.58840783          36.97152122           7.44831008
Ar           36.36649689          35.75488236          17.66903352
Ar           25.71149548          53.19407090           7.33135119
Ar           36.51254004          27.19343638          21.16901494
Ar           48.84017824          39.25646211          13.60832679
Ar           36.20812204          42.28938323          26.53154531
Ar           39.77532369          44.46205128          28.07290381
Ar           45.46929065          38.63476895          43.21892164
Ar           40.70358102          40.34515003          28.57966710
Ar           26.48460603          32.51826674          25.08239564
Ar           34.33816244          25.27985168          37.92981294
     108
nfi=    1400 etot=          6.54387447
Ar            5.66507592           4.16007637           5.15944505
Ar           13.26785112          11.68508281           8.77779250
Ar           21.51426232          15.90294100          14.87349615
Ar           15.87856153          13.48407365          17.30321595
Ar           14.23616263          11.63520005          13.90520650
Ar            8.95045353          26.99832804          29.26684160
Ar           20.08709825          29.79355168          28.40218365
Ar           -5.83083435          22.35147820          18.80788467
Ar            9.54971956          15.77315746          31.36155075
Ar           21.78990395          18.99310351          40.08040033
Ar           12.88644746          22.65306430          45.02854608
Ar           15.20507666          28.37192297          38.03005482
Ar           14.38362281          25.68251306          12.84070533
Ar            3.64117496          25.27758306          -0.13081122
Ar            8.11573874          21.15493832          10.88217672
Ar           12.44426231          29.07872850          13.28663197
Ar            1.89393024          28.06217639          25.35134709
Ar           18.37543060          25.35510956          24.12316560
Ar           21.22778630          13.53742925          18.06169601
Ar            5.91396423          43.85144613          37.57831124
Ar           16.87731024          27.91184303          30.18410033
Ar           21.89172702          25.56549623          28.48588628
Ar           10.54641939          22.20228944          48.07907929
Ar           10.19267903          27.04571063          49.28282401
Ar           23.34511845          43.83339588          13.54110559
Ar           18.28869017          40.71324816          12.21879977
Ar           16.70646312          25.80392756          20.33572116
Ar           26.42101439          39.10726069          24.15333427
Ar           18.10520254          36.00710283          27.08912786
Ar           21.85457222          38.36854534          25.97790770
Ar           13.37382918          30.73236184          29.34575299
Ar            3.88897497          33.22473329          37.35354301
Ar            8.87662853          28.49029172          33.75728878
Ar           19.38240011          25.22189345          31.61687636
Ar           28.61139748          42.63192478          42.90526734
Ar            3.93463336          41.90140814          23.27652057
Ar           19.76790771           2.99248348          11.93139151
Ar           25.02323443          16.12258338           1.31574444
Ar           24.03093213           0.76923374          21.88007847
Ar           19.84491673          19.21938476          17.83724946
Ar           27.16605707           5.22043135          28.64354786
Ar           52.68766801          10.98516286          15.25053709
Ar           11.07411999          11.98019680          26.40855215
Ar           14.52187269           7.03344387          24.98043090
Ar           21.34311393          19.56913062          35.07708988
Ar           19.71565638          16.18549382          41.05802874
Ar           19.87331515          15.27168316          37.37676230
Ar           17.27255582          17.91452625          43.56000299
Ar           32.10608983          30.96031748          34.81694386
Ar           28.30627669          30.36686135           4.02911584
Ar           19.11008699          22.16738285          12.99279780
Ar           26.25863260          32.70492587          17.24998325
Ar           14.33013846          14.96399126          27.25770606
Ar           27.67494046          24.37840848          24.26953772
Ar           27.97048899          24.87660816          27.83117692
Ar           27.62605604          26.12053410          40.81114796
Ar           31.95462473          28.86306623          30.54785828
Ar           24.60230200          31.23251950          30.31601988
Ar           25.70373604          23.54133726          34.31836176
Ar           28.19390301          34.63138197          42.03478154
Ar           23.34961901          31.19211506          16.00917200
Ar           32.87880586          35.94408603          14.87918180
Ar           24.21355012          30.83849185          20.33067866
Ar           17.19541120          20.67278468          15.78934315
Ar           21.51122699          28.57074873          17.88163707
Ar           23.78051876          40.32425878          13.14998470
Ar           31.44039952          36.13797738          27.56887115
Ar           11.10483554          39.47112048          30.44661258
Ar           27.63036993          36.36537269          21.62768662
Ar           29.14093413          40.15962966          46.49010686
Ar           23.20729358          35.44429720          46.54121695
Ar           17.35277662          26.46539191          49.85585548
Ar           34.15934609          13.46237882          13.85142494
Ar           34.75551161           4.63649569          13.63101436
Ar           47.00996978          24.38600880          17.19693138
Ar           36.67645300          15.57877150          15.66672648
Ar           40.00725113          23.13989379          17.05012090
Ar           36.68843570          19.26031130          16.90261963
Ar           43.32065336           2.27964877          29.25304890
Ar           41.21310045          13.81949147          22.84169805
Ar           33.38466053          12.28553114          23.25411153
Ar           42.67169981           3.58705911          33.09708672
Ar           31.17355004          11.92928994          50.78609932
Ar           40.82636311          32.64539199          46.55493650
Ar           33.11557497          26.93759122           8.96103855
Ar           43.17845869          28.21797377          11.26463961
Ar           29.64564534          25.29774297          20.67017485
Ar           33.27492712          26.45668054          18.86034021
Ar           26.86114616          28.49298960           8.99993324
Ar           56.39607228          32.04418941          27.17450982
Ar           46.32514506          26.79053658          36.01602719
Ar           33.06185220          13.92098738          30.39373531
Ar           35.10814457          27.67851006          35.42653522
Ar           44.23830416          36.27919805          37.36498546
Ar           44.15208487          20.29439536          32.92526045
Ar           31.29805952          27.02574312          36.43470373
Ar           34.87760302          31.41839694           3.66501093
Ar           37.98392331          35.88561216           7.54605196
Ar           35.90904627          35.95494099          17.54883495
Ar           26.35906730          54.54636412           7.24805181
Ar           36.56618987          26.32503186          20.68061411
Ar           48.84592836          38.55717703          13.14479745
Ar           36.53112004          42.17368804          26.75188003
Ar           40.74526693          45.09173036          27.31818094
Ar           46.22407671          39.65332793          43.37256025
Ar           40.57326983          39.23428393          28.73909805
Ar           27.44330009          33.57410924          23.60301293
Ar           34.35406259          24.84790445          37.63511373
     108
nfi=    1500 etot=          6.10814689
Ar            5.30317675           2.24774140           4.42357702
Ar           12.68127861          10.29879525           8.44230435
Ar           21.20724309          17.27319258          14.86771034
Ar           16.59242454          11.93439914          16.63811762
Ar           14.55258644          12.33461871          13.46361096
Ar            9.04691310          27.79485447          29.08662947
Ar           20.83074349          29.87600607          28.98459439
Ar           -6.77963053          22.74713372          17.74691783
Ar            9.14513011          16.45176142          30.91467548
Ar           21.35093370          18.93368994          39.25383739
Ar           12.60216331          23.06055926          45.22800561
Ar           15.54322162          28.76720237          37.92534947
Ar           14.82531097          25.96674083          12.78553682
Ar            2.90365441          25.24300525          -0.75069209
Ar            8.12081433          22.37301980          11.49296527
Ar           12.66872260          30.30756848          12.59081594
Ar            1.07048926          28.42420341          25.45805711
Ar           17.53644902          24.76634988          24.52082027
Ar           21.65946747          13.87301248          16.93600251
Ar            5.81674292          45.13990421          37.89048678
Ar           17.77634244          27.83327747          30.36855883
Ar           21.95129592          25.51454575          27.35480580
Ar           11.45136833          22.67513987          48.88543036
Ar           10.40330027          26.65671169          49.60871950
Ar           23.33410587          44.63875026          14.42773557
Ar           19.75872548          40.88810772          13.10725210
Ar           17.44493731          25.18319599          20.52902988
Ar           26.01431520          39.07236257          23.88738682
Ar           18.93990139          36.70393286          27.52892023
Ar           22.19718991          37.32232818          26.07355358
Ar           12.94352790          30.39425428          28.13325721
Ar            3.45653314          33.29099467          38.65281312
Ar            8.48989081          28.39998972          34.46691496
Ar           19.09449116          24.80725761          32.02424372
Ar           29.11011612          43.42608415          43.21128431
Ar            3.90826819          43.16890061          22.92725135
Ar           19.52966566           2.35065947          11.37678293
Ar           24.10495624          16.07601392           1.12426473
Ar           23.51385693           1.25343863          21.94066797
Ar           20.24162421          19.18145689          17.58614710
Ar           27.86898450           4.46951041          28.88323350
Ar           53.67452215          11.51685267          14.20224193
Ar           10.62234544          11.99074223          26.38075103
Ar           13.69335543           6.59777630          24.55234672
Ar           21.90186182          20.64980013          35.47507491
Ar           19.26790163          15.96590361          41.20951248
Ar           19.28967919          15.91647333          37.30211302
Ar           17.37174430          18.09166608          43.98829625
Ar           31.06628400          32.58325478          35.99160752
Ar           29.49357401          29.76619415           3.87633274
Ar           19.29465350          20.86916424          12.82390414
Ar           26.71516682          33.08290787          17.56908787
Ar           12.99769998          13.88823473          27.59380782
Ar           27.37389750          25.09258407          24.29515947
Ar           28.36467528          23.27563313          28.36258317
Ar           27.96564147          25.61195379          40.78800726
Ar           33.53300726          29.59658771          30.38841424
Ar           24.07805597          31.27468725          30.66376330
Ar           25.14571124          23.51321661          33.74994486
Ar           27.85283829          34.88240109          42.70342031
Ar           23.25378328          31.62700411          16.73571047
Ar           32.79645849          34.79357240          15.34965622
Ar           23.26043640          30.36006762          20.17522764
Ar           16.96825444          21.76880996          16.43352304
Ar           21.08481914          27.79995015          17.42836793
Ar           25.03276209          40.85639883          12.49750837
Ar           32.70805349          35.65727043          28.15951890
Ar           11.02681145          38.78174445          30.23622603
Ar           27.39396436          37.64787925          20.26676267
Ar           28.81532734          40.16945527          47.25576817
Ar           23.11481470          34.44861974          46.65798194
Ar           16.38911853          25.28939520          50.82744236
Ar           33.40121849          14.19698160          14.16618284
Ar           34.39476072           4.40244379          13.54224464
Ar           47.38883650          24.57269209          17.31857160
Ar           36.80301458          15.43974579          15.91846640
Ar           38.62366458          23.44584393          17.81763776
Ar           36.68601443          19.58870699          16.54636656
Ar           43.36435988           1.70766860          28.58689648
Ar           41.87068523          13.43158937          22.71953342
Ar           33.18509089          12.57069853          22.66430478
Ar           41.57140030           2.71657560          32.52565541
Ar           31.45918710          11.47044044          51.35484748
Ar           41.25257450          34.41298123          46.91157650
Ar           32.72969850          26.90119323           8.58075459
Ar           43.38477369          27.13552045          11.50152252
Ar           29.43883625          24.15662684          21.24211485
Ar           32.84173176          27.03608763          18.69599258
Ar           26.49178903          30.00177911           8.53481573
Ar           56.56207141          33.34461734          26.15882188
Ar           45.89607173          26.14345890          36.40085873
Ar           33.35134909          12.83282717          30.79965046
Ar           35.61913929          27.62607009          35.50137751
Ar           43.67903742          37.70483531          36.90229063
Ar           44.74832518          19.32697788          32.35844476
Ar           30.93915882          26.16834015          36.26810500
Ar           34.48505488          30.82353612           3.00822931
Ar           37.46300201          34.78509323           7.45135310
Ar           35.90074781          36.40061836          17.67808795
Ar           26.88078710          55.94977554           7.07746544
Ar           36.76128621          25.50458784          20.42017388
Ar           48.42549631          37.68115512          12.74737213
Ar           37.00316446          42.21182799          27.15115441
Ar           41.23942913          45.50499912          26.35061417
Ar           47.13365794          40.68419944          43.71920592
Ar           40.58171051          38.29175182          29.12425490
Ar           27.91817326          33.68006309          22.77278784
Ar           34.17278232          24.17452442          37.64892829
     108
nfi=    1600 etot=          5.60060502
Ar            5.49141212           0.93830586           3.69767121
Ar           11.90417065           9.55682771           7.87468943
Ar           21.63764409          17.62191462          14.13177960
Ar           17.56319482          10.46008916          15.78551920
Ar           15.13834940          12.92411695          13.01826044
Ar            9.35975774          28.76277708          29.00212305
Ar           21.45411810          29.78888056          28.45735652
Ar           -7.56012918          23.26585727          16.99409143
Ar            8.47269628          16.44302716          30.04649897
Ar           21.16703201          19.05247945          38.33752503
Ar           12.25321667          23.88229907          45.43148631
Ar           15.65630484          29.00598791          37.70087493
Ar           14.68470935          25.98527708          13.35768099
Ar            2.49905396          24.50774378          -1.92390714
Ar            8.52473115          23.14473687          12.44939434
Ar           12.70045791          30.92809373          11.96873599
Ar            0.21777047          28.77926387          25.61727730
Ar           16.83215191          24.28013234          24.68312322
Ar           21.69107860          14.09470961          15.98651639
Ar            5.72762701          46.40734257          38.20526056
Ar           17.96746391          27.67496948          30.56936155
Ar           21.73490661          25.76233268          26.41565243
Ar           11.59205743          22.68520462          48.68950223
Ar           10.92057754          26.22083241          49.48253929
Ar           23.54391791          44.98096530          15.26739108
Ar           21.38769390          41.11814641          13.97973857
Ar           18.13167310          24.48849871          20.54517559
Ar           25.50324778          38.50780551          23.41942014
Ar           19.63479967          37.21599443          28.02647504
Ar           23.18193129          37.73000726          25.77839621
Ar           12.34996241          29.88806240          27.03644238
Ar            2.62070545          31.86431940          38.34813157
Ar            8.37606476          28.06514700          35.20794389
Ar           19.15482010          24.10620181          32.48809437
Ar           29.53324155          44.05187005          43.73971279
Ar            3.84226080          44.50052557          22.98454505
Ar           19.54291857           1.83403360          11.07175977
Ar           22.84141427          16.30645869           1.13076236
Ar           23.54536374           1.72078745          22.41114887
Ar           20.28163707          19.72771545          18.00124373
Ar           28.55021563           3.64815187          28.91196026
Ar           54.32813002          12.10801185          13.15638326
Ar           10.04056782          11.08132620          25.33970264
Ar           12.82807895           6.18694361          24.19524000
Ar           22.64162848          21.55158901          36.03980714
Ar           18.78544078          16.06247821          41.31298597
Ar           18.70058301          16.40193504          37.17163482
Ar           17.69637875          18.14172918          44.22728162
Ar           30.29633476          33.75801819          37.37584667
Ar           31.00224714          28.91658163           3.72378166
Ar           18.68147411          20.23856128          12.68242223
Ar           27.09516461          33.59708563          18.28544807
Ar           13.09880519          14.10071505          28.80277443
Ar           26.91236400          25.68375732          24.83453343
Ar           28.64477713          21.81766294          28.66234950
Ar           28.87557287          26.25957829          40.53021555
Ar           35.16639355          30.28820646          30.24382803
Ar           24.22712969          31.78018422          31.38558038
Ar           24.37949274          23.31733292          33.27195214
Ar           27.41436132          34.91314182          43.39162644
Ar           23.27874875          32.50110815          16.89371535
Ar           32.17744246          33.52561025          15.52308256
Ar           22.27425392          29.84119655          19.99044607
Ar           16.93318023          21.37276893          16.69959403
Ar           20.43279755          26.87086398          17.46355641
Ar           25.72618709          41.60315728          11.73696613
Ar           33.88730893          35.18534517          28.75673149
Ar           10.42936964          38.01713657          30.16216894
Ar           26.78182016          38.54263006          19.41042945
Ar           28.90485799          40.13707864          48.05716791
Ar           22.78241941          33.58834803          46.84264649
Ar           16.99862000          26.23202641          51.36845117
Ar           32.69331670          14.77353939          14.83268602
Ar           34.11097436           4.17110266          13.59938564
Ar           46.83702086          24.97756495          18.68635579
Ar           36.69160680          15.65162969          16.16119146
Ar           37.64972131          22.83230539          17.60649038
Ar           36.82174835          19.76039083          16.20491512
Ar           43.53243671           0.85969206          28.21584019
Ar           42.59111398          12.83210782          22.91529357
Ar           33.03544570          12.78225712          21.99578153
Ar           41.11365865           1.60982457          32.27565425
Ar           31.96116175          11.26705289          51.74349280
Ar           41.67348197          36.14935150          47.23653680
Ar           32.13336373          26.82784512           7.93742260
Ar           44.30994485          26.58070101          11.90235752
Ar           29.40789638          23.05260571          21.18418015
Ar           32.57626332          27.35854112          18.79828153
Ar           26.31551298          31.57326021           7.93554419
Ar           56.69561562          33.18565903          25.14308021
Ar           45.37856403          25.84975975          36.67853223
Ar           33.65345679          11.73110308          31.18129162
Ar           35.45430826          27.08582608          35.89820688
Ar           42.75181089          39.02719516          36.29735312
Ar           45.69991584          18.95422947          32.10726852
Ar           30.88103082          25.64139570          36.39698572
Ar           33.42096796          31.24708660           2.92808552
Ar           37.01965499          34.56170785           8.69823966
Ar           36.22067819          36.99214808          17.93744878
Ar           27.06976607          56.55984907           6.96144043
Ar           36.08375115          25.49157735          20.94157254
Ar           48.07665291          37.04817284          12.06781669
Ar           37.74963512          42.38721984          27.19131739
Ar           40.06175472          45.55913039          25.31429023
Ar           48.38791183          40.87283863          44.65717492
Ar           40.39002571          38.05314939          28.97308794
Ar           27.91018163          34.17776246          21.62102846
Ar           33.97453960          24.05931935          37.33937083
     108
nfi=    1700 etot=          6.26430987
Ar            5.68964573          -0.27921165           2.96586616
Ar           11.07577211           9.16445134           7.20210956
Ar           22.75138906          17.69764213          13.63637363
Ar           18.83106602           9.32977808          14.41732261
Ar           16.19841251          13.29134479          12.74273837
Ar            9.49171823          29.79669113          29.14987319
Ar           21.46298533          29.23978123          27.51025614
Ar           -8.24713788          23.79887088          16.45503862
Ar            8.06513560          16.38628319          29.18222224
Ar           21.28572533          19.31429821          38.00073336
Ar           12.36881621          24.24276093          45.19302294
Ar           15.65616869          29.15465384          37.42358448
Ar           14.42782622          25.74464696          14.11438720
Ar            2.02813893          23.85708449          -2.93164730
Ar            8.37000944          22.49324271          13.40579111
Ar           12.73473675          31.37808695          11.42041700
Ar           -0.58736090          29.16827446          25.92680070
Ar           16.37350955          23.89572135          24.50513383
Ar           21.20382093          14.29610762          15.70729579
Ar            5.65261670          47.65816786          38.52350696
Ar           18.58282891          27.32904939          30.69899137
Ar           21.43920389          26.27882670          25.59893603
Ar           12.13764667          22.24416250          48.87968665
Ar           11.38890410          25.98223182          50.42756951
Ar           24.14829684          44.68197682          15.74074116
Ar           23.10947453          41.52167415          14.71234316
Ar           18.75052525          23.87718626          20.34224728
Ar           26.54791535          38.77235600          22.39873915
Ar           20.60126136          37.64466242          28.32619069
Ar           23.34901243          38.43125687          26.10849172
Ar           11.91680685          29.43267729          25.79376243
Ar            2.06388801          30.34555536          38.11921097
Ar            8.11365336          27.84813595          35.85134520
Ar           19.37907873          23.68580828          32.82490941
Ar           29.75963557          44.49695217          44.45833077
Ar            2.51953088          45.20818657          21.86920221
Ar           19.80716712           1.17859653          10.98869935
Ar           21.16991313          16.79028452           1.40291220
Ar           23.33143587           1.42699718          22.70409009
Ar           20.35843252          20.36025302          18.21407254
Ar           29.21288812           2.78015175          28.84631262
Ar           54.38140190          12.50065125          12.27090725
Ar            9.71277913           9.45539450          25.22943345
Ar           11.87922056           5.86817131          23.91067233
Ar           23.37751262          22.42749148          36.61225065
Ar           18.62288155          16.09595798          40.44726961
Ar           17.95600838          16.30864026          36.95664519
Ar           17.51826633          17.76570783          44.12713142
Ar           29.79976283          34.43534255          38.84260806
Ar           32.47206796          28.11809876           4.11877565
Ar           17.65027396          21.18173519          13.27884743
Ar           26.85350421          33.93796754          17.50624679
Ar           13.04445401          14.45781495          30.05377588
Ar           26.44749655          26.11538382          25.32904787
Ar           28.85209970          20.45697175          28.88914147
Ar           28.46736213          27.23742645          39.39387409
Ar           36.72846599          31.02983365          29.92347910
Ar           24.76273482          32.50278210          32.29660486
Ar           23.52359277          23.21022068          32.53709682
Ar           27.06011046          35.32252166          44.39635199
Ar           23.38044071          33.34617929          17.00336450
Ar           31.58448678          32.45285603          15.75537808
Ar           21.25826445          29.34815158          19.49470723
Ar           16.91300706          20.86621185          16.74409970
Ar           20.73912711          26.06885496          17.98104205
Ar           26.10755865          42.55054683          11.10591437
Ar           35.08093729          34.56125841          29.39799338
Ar            9.36849712          37.30029517          30.33381120
Ar           26.02199483          38.97777729          18.73316249
Ar           29.27546125          40.07564159          48.86003930
Ar           22.29406506          32.89312104          47.19448430
Ar           16.13705971          27.10878177          51.70295069
Ar           32.34855179          15.15889411          15.88639658
Ar           33.77046593           3.78341443          13.90242968
Ar           46.91294948          25.56140798          19.98362774
Ar           36.10176851          15.60513838          16.37593269
Ar           37.07663083          22.84001662          17.47804073
Ar           36.77084500          19.22416485          15.40119527
Ar           43.22514558          -0.00112381          28.04074051
Ar           42.63701620          12.86924128          22.16473179
Ar           32.98599616          12.85470906          21.09600745
Ar           41.16798586           0.56209209          32.05875304
Ar           32.61314685          11.44858490          52.10543942
Ar           42.09711498          37.87046011          47.53652710
Ar           32.79742618          26.90527237           7.57510364
Ar           45.37628746          28.38695354          11.55579423
Ar           29.21355461          22.12873287          21.06702478
Ar           32.55303627          27.45916873          19.12229388
Ar           26.08841039          32.71806854           7.01841008
Ar           56.79720364          32.13013136          24.21588799
Ar           45.08603025          25.53101692          37.01698693
Ar           33.97681804          10.61404582          31.54007683
Ar           34.98397841          27.30310176          36.28942987
Ar           41.67616048          40.15169161          35.59231378
Ar           46.54009786          18.45000425          31.73805892
Ar           30.38340784          24.87644098          36.37228276
Ar           32.55409882          32.27535945           2.42305061
Ar           36.64027565          34.34306646           9.80003506
Ar           36.36644096          37.58013312          17.91884099
Ar           27.09717261          56.66789820           6.83705084
Ar           34.87924570          25.88046038          21.62238720
Ar           47.80085585          36.70484022          11.23163196
Ar           38.75830663          42.81538074          26.90171425
Ar           40.25671023          45.94804243          25.87990569
Ar           49.71217847          40.39572244          45.90307322
Ar           40.58993732          37.78173019          28.50561147
Ar           27.75713953          35.43267309          21.95325734
Ar           34.03268533          23.49428849          37.36892529
     108
nfi=    1800 etot=          5.82759702
Ar            5.78533175          -1.64479333           2.09287492
Ar           10.25419393           8.74084344           6.54438472
Ar           23.70741170          18.20331310          12.94420129
Ar           20.41642939           8.54776055          12.73747772
Ar           17.13511324          13.74093913          12.59973806
Ar            9.66083186          30.67281207          29.35177281
Ar           21.46010940          29.44193174          26.97393596
Ar           -9.02810149          24.33033424          16.03408134
Ar            7.88598237          16.25145448          28.33642001
Ar           21.12276284          19.95825319          38.26936016
Ar           12.42394793          24.64941743          45.71182112
Ar           15.58965136          29.24207159          37.11474688
Ar           14.88746517          25.29670530          14.39736985
Ar            1.50369807          23.28007483          -3.83165084
Ar            8.52869639          22.11549690          14.29683450
Ar           13.59086654          33.34244432          10.85880912
Ar           -1.29634605          29.54864868          26.26012983
Ar           16.12301345          23.61159570          24.00037812
Ar           20.64905280          13.66778056          15.37282277
Ar            5.59070068          48.90384158          38.84820459
Ar           19.54478543          26.70747008          30.77800112
Ar           21.21098378          26.13938934          24.26265797
Ar           13.02529273          22.41192552          49.04248115
Ar           11.26225051          25.46412615          51.70991176
Ar           24.88247801          45.73970504          16.37199290
Ar           24.39594735          40.93417968          14.88912781
Ar           18.65873508          23.07454637          20.41012245
Ar           26.92010809          40.12625871          22.08343938
Ar           21.32409328          37.94472988          28.82041553
Ar           24.01107031          38.89551849          25.68320138
Ar           11.44725025          29.05701658          24.64156109
Ar            1.67586794          29.55544517          38.19446119
Ar            7.60287956          27.85253730          36.39282289
Ar           19.40248951          23.61488939          33.14844699
Ar           29.84310680          44.81967353          45.32749474
Ar            1.71423988          45.65499418          20.78592358
Ar           20.20788015           0.39766160          11.05416372
Ar           20.31482482          16.88065580           0.81033184
Ar           23.70723338           1.59298477          22.97032005
Ar           20.75997231          21.00130936          18.29163052
Ar           29.86848418           1.87804883          28.73575313
Ar           54.90817060          12.60813112          11.77743646
Ar            8.83884398           8.12212589          25.16649616
Ar           10.88671038           5.56846114          23.64131478
Ar           23.97354997          23.14904896          37.07927511
Ar           18.86024711          16.20295513          40.09633429
Ar           16.39551282          16.35159338          36.44937159
Ar           17.37417974          17.48548964          44.38045197
Ar           29.41461876          34.77578637          40.27151535
Ar           32.33984864          28.41683989           4.46693172
Ar           16.58123024          22.11166039          13.28425069
Ar           27.22067473          34.54976822          16.70209900
Ar           12.82917359          14.42168042          31.25287007
Ar           25.72194243          26.55620671          25.82812461
Ar           29.03639185          19.12148624          29.10736260
Ar           27.60678904          27.59679996          38.11534894
Ar           38.67910179          31.31983515          29.53654412
Ar           25.27442129          33.22282959          33.15300633
Ar           22.89763796          23.09387279          31.81312800
Ar           26.69496365          35.82732713          45.43169567
Ar           22.76286707          33.97547263          16.85950472
Ar           30.85600716          31.46918577          16.07176197
Ar           20.32685954          29.21200861          19.08628584
Ar           16.46491856          20.74737587          17.33996543
Ar           21.29592260          25.18538938          18.08479104
Ar           26.48781520          43.50173260          10.83876769
Ar           36.00651383          34.40512048          30.05492833
Ar            9.16110513          36.59336850          30.79924188
Ar           25.35200888          39.14090634          17.55854829
Ar           29.55343147          39.98856478          49.61826761
Ar           21.81245198          32.40082734          47.76832773
Ar           14.82307740          27.39087895          51.97780065
Ar           31.76504733          15.21044576          17.24849556
Ar           33.39034292           3.37404652          14.46833698
Ar           47.30054203          26.23028656          20.82433875
Ar           35.64754221          14.76327139          16.77501048
Ar           36.45095986          22.73354241          17.30237010
Ar           36.75221269          19.47469702          14.64026037
Ar           42.46112421          -0.25491490          28.17568214
Ar           42.44588262          12.64248569          21.85932430
Ar           32.58865365          13.76282463          21.06108537
Ar           41.04589291          -0.71337072          31.49369559
Ar           33.31324926          11.58838621          51.28602608
Ar           42.55584139          39.58491803          47.81697711
Ar           33.97662051          26.60830546           8.11269232
Ar           45.87820903          28.22717201          11.61225140
Ar           28.98935940          21.30204453          20.91252518
Ar           32.35253201          27.70267422          19.16269564
Ar           25.99110060          33.80001766           6.01832676
Ar           56.78699185          30.70739492          23.57032845
Ar           45.04501940          25.10801429          37.46510541
Ar           34.32494185           9.47751638          31.88249543
Ar           35.69659228          26.39934144          34.97481066
Ar           40.58712600          41.18843435          34.81747023
Ar           47.28931916          18.30835093          31.33197741
Ar           30.10354644          24.36602895          36.80465566
Ar           31.70879213          33.09329802           2.27493380
Ar           36.23717785          34.14635375          10.92325256
