     108
nfi=       0 etot=         44.78225733
Ar           34.30116140          39.65421542          28.62947218
Ar           34.33322611          33.53199896          35.30242453
Ar           39.73946757          40.26443155          33.73532257
Ar           38.84422335          34.63812291          37.99311630
Ar           33.83620825          38.87065480          39.46635594
     108
nfi=     200 etot=         20.88643316
Ar           11.36921108          12.00938674          13.06275529
Ar           16.68632874          16.26770580          11.24464088
Ar           17.59610617          11.30764410          17.14415875
Ar           11.92230067          15.73844699          16.26871671
Ar           10.93685921          10.85617969          21.42204993
Ar           14.15202418          17.42462499          24.87341772
Ar           15.19583840          14.55919511          28.31663492
Ar            9.26324452          17.93597764          27.21869551
Ar           11.78741361          11.72999543          35.12199374
Ar           18.22018599          16.06175650          35.25400251
Ar           17.03468572          12.90640618          40.00223480
Ar           11.97287385          18.55358411          40.91024744
Ar           10.89711901          23.15098777          12.40431619
Ar           14.70625086          30.36229971          11.20732598
Ar           15.05265190          20.57086641          13.65610678
Ar           12.34880153          28.37744078          15.53351978
Ar           10.20091416          23.32261216          23.14366701
Ar           18.08293415          28.15388620          23.26478396
Ar           17.06025938          19.31404297          27.29048204
Ar            9.74182689          29.25521158          30.01456974
Ar           11.91894565          22.82108560          33.85200955
Ar           20.33954771          29.29319675          31.74973889
Ar           16.33244738          23.61321700          41.12695736
Ar            9.89815122          27.94052460          41.24825681
Ar           13.57726597          33.72717227          11.47884309
Ar           16.75413306          40.52462590          10.52866079
Ar           16.50379181          32.37768169          17.20685752
Ar           12.62075605          39.68781731          18.24831922
Ar           13.11735351          33.68786450          23.27851900
Ar           17.46500727          40.62633579          23.40505854
Ar           17.46673778          33.09912299          30.43838196
Ar           10.21923682          38.97638206          28.44746538
Ar            9.65837514          34.71586771          31.61723687
Ar           15.77963865          37.85318175          33.00305975
Ar           19.67077349          34.04301563          40.23349543
Ar           10.13106814          38.41366576          37.16120376
Ar           20.39723573          11.67130420          10.91399957
Ar           29.10324021          17.23326769           9.48370962
Ar           28.06252808           9.61429973          18.38260551
Ar           22.68699954          17.44156872          16.95079460
Ar           23.92595244           9.94706785          24.11804532
Ar           32.66053576          15.81386578          22.80957326
Ar           26.04341093          11.94743228          26.51596693
Ar           21.96716119          15.18831287          28.76364980
Ar           21.07423931          12.36590544          34.51258453
Ar           27.40058555          18.47925244          36.27537331
Ar           26.13967926          12.84218754          39.91219771
Ar           22.72395439          16.08475724          40.26197352
Ar           24.52310360          24.83517894          15.51104302
Ar           29.03707727          27.78887618           9.32193174
Ar           26.23403355          21.34327404          16.71724661
Ar           23.66183882          29.85064057          16.67989519
Ar           21.86819179          21.62703497          23.41939085
Ar           27.29772294          27.59322329          24.82775410
Ar           28.33589241          22.21709622          29.16132689
Ar           23.48229790          28.90091886          29.58366142
Ar           23.33949003          24.14216075          32.32914481
Ar           26.78399471          27.70295858          33.59856496
Ar           28.78680432          21.28906758          38.95396671
Ar           26.04306652          30.19581860          39.63906247
Ar           23.00682947          33.33612250          10.51450395
Ar           28.30309204          38.99078547          11.97776714
Ar           28.78476018          33.39878706          17.90249491
Ar           20.99678577          35.89399718          16.00294777
Ar           22.81643336          34.93340406          22.27106840
Ar           26.06516050          39.95133606          22.56488773
Ar           28.30643760          35.45656890          27.50356871
Ar           20.86006253          41.49979407          30.24125583
Ar           24.66115116          34.22088766          32.51860910
Ar           28.81374739          40.26893584          36.24764658
Ar           28.51997500          33.91590048          41.05756932
Ar           21.79318511          38.82965321          41.66192582
Ar           34.15445359          11.40410326          11.90490196
Ar           39.93185518          15.24978574          10.98121423
Ar           40.06953702          14.80221807          16.23063299
Ar           35.55237001          16.54347316          16.02838292
Ar           37.80721882          11.92947619          21.28148197
Ar           38.81722217          17.64806207          21.84588813
Ar           40.49420031          11.20496296          28.62326445
Ar           34.89138675          16.54064008          27.27965485
Ar           34.06752154          11.52070134          32.58048870
Ar           43.03459957          15.79929676          32.52803721
Ar           38.02535403          11.89955808          40.87428983
Ar           32.64555362          18.44807595          40.84103519
Ar           35.90593084          24.69890963          11.04178566
Ar           39.60079904          27.32169346          11.72921452
Ar           38.03810982          23.31452474          16.88279613
Ar           35.10557214          28.23749231          18.40666709
Ar           32.69497340          23.63201805          22.36374027
Ar           43.37358858          28.79310199          24.20476683
Ar           40.89739189          24.70336510          29.71261770
Ar           33.12828874          25.67167653          25.94760624
Ar           33.60542397          24.17483760          34.64074834
Ar           41.23564072          28.73525651          35.62970962
Ar           40.48941474          22.38189352          38.33662352
Ar           33.15620291          29.21214359          39.99611832
Ar           33.16808560          34.19192140          10.43536904
Ar           41.15411211          42.48781411          10.57449251
Ar           39.33180159          34.54903372          17.03007784
Ar           31.91744603          41.80091426          15.26145077
Ar           34.24574201          33.36570153          22.69961534
Ar           42.98027760          40.36591234          20.73968785
Ar           41.55489838          35.67589207          29.42772165
Ar           34.44903266          39.46923066          28.79889592
Ar           34.63951406          32.99256537          36.49996262
Ar           39.65408585          40.62435788          33.32394891
Ar           37.74643490          35.05675037          36.16900043
Ar           33.52790162          37.88562616          39.07384674
     108
nfi=     300 etot=         17.00594152
Ar           11.30906629          12.38456771          13.89952533
Ar           16.44879278          15.95790016          11.23431733
Ar           17.78510761          11.28449667          17.12241621
Ar           12.14512098          15.04432487          15.77346734
Ar           10.66654180          10.38899533          20.72693760
Ar           12.70795662          17.89335749          25.87146299
Ar           14.44786028          15.90769999          28.51321013
Ar            8.47100424          18.27867033          26.66921802
Ar           11.92589863          11.97392059          35.49708784
Ar           18.71397816          15.59092421          35.88799947
Ar           17.11597991          13.68576096          40.05181457
Ar           12.28091514          19.25576702          41.43011507
Ar           10.86942660          23.28658307          12.90167031
Ar           13.77761461          29.92346908          11.18841582
Ar           13.99811596          19.48830944          11.96607884
Ar           12.90962006          28.43747413          14.63281369
Ar            9.63955994          23.62862576          23.37961756
Ar           18.53573454          28.03887358          23.47682335
Ar           16.96569835          17.55674827          26.52601334
Ar            8.87098505          29.58760335          30.70417499
Ar           12.08676694          22.85207100          33.71320395
Ar           20.73811297          30.01991726          31.16743717
Ar           15.92959969          23.95859900          41.73200044
Ar            9.20478461          27.67920448          41.90289567
Ar           14.35965316          34.70784992          11.68116261
Ar           16.69849601          40.84551674          10.12156289
Ar           16.24497382          31.57804303          17.17518173
Ar           13.35134654          39.58735517          18.79546368
Ar           13.87696393          33.44407878          23.49866399
Ar           17.64372990          40.97773534          23.66560624
Ar           17.77416153          32.51282274          31.44622966
Ar            9.92756447          38.60253004          28.54282547
Ar           10.23050316          34.40819219          31.69628138
Ar           15.18696745          36.85648161          32.41157007
Ar           20.98290305          34.11341558          40.59846170
Ar            9.53171220          37.76119300          35.84795797
Ar           19.20922174          11.86028661          10.63867793
Ar           29.32313555          17.23651125           8.50557023
Ar           27.95933996           8.69917550          18.94632061
Ar           22.77025093          17.77975459          16.87892557
Ar           24.25907029           8.67372945          24.35690510
Ar           34.74081165          15.29525885          23.00611186
Ar           25.11442726          12.72354638          26.01739385
Ar           21.61243993          14.25327868          28.87465960
Ar           20.33024219          12.75572385          34.60774883
Ar           26.54194777          18.70931707          36.95368513
Ar           25.23277190          13.45585484          39.90257323
Ar           22.53880251          15.69868754          40.43213184
Ar           25.47034680          25.57674531          17.53641384
Ar           29.31734109          27.65262448           8.17541849
Ar           24.89568978          20.89918972          16.43473404
Ar           24.09805522          30.39363528          16.45953086
Ar           21.43814634          21.10805139          23.72151752
Ar           26.80658255          27.16182830          25.84459059
Ar           28.24979717          22.07099083          29.49689306
Ar           24.96248209          28.75510404          29.74740213
Ar           23.76565123          25.09179078          31.43854825
Ar           25.74371524          27.29447398          33.15372993
Ar           29.47932662          20.83473422          39.03212665
Ar           27.69692938          31.00598962          39.65306974
Ar           23.07010672          33.03841799           9.98816080
Ar           28.31509374          38.61768680          12.29985332
Ar           28.88100208          33.03996073          18.27916840
Ar           20.17130625          33.98464561          15.54144884
Ar           22.88619696          35.35257422          21.99160548
Ar           24.89015840          40.11522549          22.47580912
Ar           28.19580534          36.03403564          27.08166881
Ar           19.99374840          42.27444310          31.03965895
Ar           25.49417625          34.13682389          31.70322093
Ar           29.03457547          40.41591859          37.23175902
Ar           28.57341934          33.69395880          41.68289824
Ar           21.26006621          38.19621995          42.50641132
Ar           34.17394325          11.37322324          12.20743208
Ar           39.93507474          14.28398902          10.93830300
Ar           39.98780480          16.42548328          15.74517463
Ar           36.46002371          16.18338484          15.59131497
Ar           39.47462769          12.33630315          20.58636294
Ar           38.26603765          17.76504283          21.39412938
Ar           40.78215730          11.13811920          28.74574039
Ar           35.15470191          16.23500796          26.50224432
Ar           34.05921303          11.55371370          31.83868278
Ar           44.54518670          15.15401041          31.71607298
Ar           37.25202617          12.15276138          41.51458887
Ar           31.80557664          19.25936001          41.18798028
Ar           36.51215511          25.52274891          10.84788325
Ar           39.72307773          26.81397653          11.97296405
Ar           37.15758788          23.63771393          16.75116105
Ar           35.56067647          28.06180853          19.01300182
Ar           31.92398470          23.83055182          21.48115218
Ar           45.01647925          28.86542455          24.92948401
Ar           41.50506447          25.71933483          30.28429790
Ar           32.70422874          24.63855906          25.49726466
Ar           33.32066648          24.80420301          34.88673895
Ar           41.90048616          28.84473636          36.26484150
Ar           40.81830907          22.25189390          37.64338481
Ar           32.60651015          29.68774444          40.05981547
Ar           32.60169068          34.20181471           9.87516818
Ar           41.72192283          43.79984293          10.19506484
Ar           39.08437706          34.71807253          17.03302780
Ar           30.77570907          42.77144333          14.38426435
Ar           34.26891212          32.97940779          22.62505976
Ar           44.29964853          40.88257794          19.90175483
Ar           40.72556322          36.84789791          28.63541050
Ar           34.60672041          39.30747362          28.98198007
Ar           34.88380255          32.50152956          37.79226135
Ar           39.61407710          40.88730108          32.89932364
Ar           36.67060990          35.48280503          34.48272506
Ar           33.24561099          36.81488055          38.62707007
     108
nfi=     400 etot=         14.90480731
Ar           10.81311779          11.58228789          13.81394025
Ar           16.08310098          15.71717649          11.19421503
Ar           17.91507970          11.27681412          17.05402653
Ar           12.72827908          15.56611823          16.06136259
Ar           10.42897787          10.89024920          20.20331839
Ar           11.25787504          18.97439251          26.07974653
Ar           14.02464707          16.42374676          29.56959914
Ar            7.56105869          18.54942434          26.15568300
Ar           12.03912530          12.32802482          35.72548880
Ar           18.53523516          16.08566953          37.17002307
Ar           17.42374888          14.54618144          40.06320414
Ar           12.59507609          20.12968198          41.70214878
Ar           10.98440182          23.39102912          13.30263077
Ar           12.98745888          29.56951029          10.46850983
Ar           13.12226210          18.13546082          10.61618841
Ar           13.47067258          28.28698447          14.50469623
Ar            9.12707680          23.95149223          23.68289772
Ar           18.94229012          27.94498422          23.67626863
Ar           17.19386528          16.28805990          25.50616014
Ar            8.08036319          30.24159092          31.46625983
Ar           12.17137266          22.90456881          33.58091902
Ar           21.07410931          30.56881480          30.79423701
Ar           15.45199150          24.21235439          42.35039479
Ar            8.51187187          27.41366410          42.61501849
Ar           15.06551278          35.76882340          11.92842570
Ar           16.77107375          41.15909723           9.72011065
Ar           16.08336375          30.84547183          16.92606019
Ar           14.99406701          39.24484168          18.94771799
Ar           14.55659945          33.11804926          23.71072675
Ar           17.83180904          41.30292780          23.87583594
Ar           17.76643673          32.23609467          32.52276712
Ar           10.33768152          38.63899074          28.69532910
Ar           10.81311921          34.25442794          31.79864884
Ar           14.54502482          35.71679631          31.79990216
Ar           22.15644153          34.64298706          40.81481696
Ar            8.95690108          37.07514210          34.38625313
Ar           17.88097506          12.22119745          10.29078377
Ar           28.63977004          16.73579314           7.92987088
Ar           27.83688868           7.74617521          19.47052223
Ar           22.51786909          17.48553138          16.93618524
Ar           24.19161099           8.55695590          25.22389492
Ar           36.90793578          14.59137447          22.52842301
Ar           24.12948109          13.52600506          25.82995057
Ar           21.40370658          13.26193748          28.85596668
Ar           20.26274582          12.01755187          34.21730780
Ar           25.46566562          18.47907305          37.36575344
Ar           25.44572876          13.22140647          39.69826799
Ar           21.15993417          16.19639726          40.66105453
Ar           26.32942486          26.19116711          19.38818520
Ar           29.65677178          27.83262420           6.81569602
Ar           23.95870753          21.35703465          16.10136960
Ar           24.52174255          30.87878371          16.28474296
Ar           20.99946640          20.60003636          24.01239031
Ar           26.29764106          26.57304498          26.76332320
Ar           28.09832943          22.08309213          29.81543917
Ar           26.75012230          28.45441099          29.86222734
Ar           23.58584935          25.47788943          29.63239998
Ar           25.45029399          27.79135074          33.51406873
Ar           29.45237732          21.24131604          38.66518418
Ar           28.93656392          30.93363304          39.26591368
Ar           23.26386719          32.69053387           9.76220907
Ar           28.41373581          38.33318962          12.63568310
Ar           28.89752417          32.65609968          18.62208924
Ar           19.28444866          31.97384113          15.18254907
Ar           23.03316735          35.89506695          21.71954015
Ar           24.04854627          39.09772418          21.55414652
Ar           28.02976306          36.55723433          26.74150041
Ar           19.19522591          43.13094264          31.83710612
Ar           26.27341824          33.94098391          30.81309546
Ar           29.31122317          40.48903716          38.19105611
Ar           28.69832632          34.14377541          42.75471022
Ar           20.69120257          37.25290335          43.23630128
Ar           34.13447533          11.28572914          12.53635103
Ar           39.78372734          13.20967704          10.94004490
Ar           40.59429110          17.96426857          15.26004491
Ar           36.70705890          15.69743617          15.15640311
Ar           41.09533464          12.84264546          19.92997191
Ar           37.65170683          17.74447404          20.91996082
Ar           41.05965482          11.06577670          28.92500163
Ar           35.42841624          16.12400647          26.33924155
Ar           34.08681898          11.56400349          31.10608164
Ar           45.69937656          14.23509541          31.17173107
Ar           36.68055281          12.44118051          42.42602131
Ar           32.74642270          20.04135548          41.84879713
Ar           36.12044492          25.81924553          10.41008128
Ar           40.91270378          26.78122968          12.44211504
Ar           36.27409718          24.10492954          16.64306668
Ar           35.99112031          27.74980238          19.55475570
Ar           31.12745950          23.80596681          19.97933417
Ar           46.58746620          28.91707191          25.62764098
Ar           42.15260384          26.49840647          30.81719121
Ar           32.33059028          23.93854708          25.72137688
Ar           33.01954138          25.39848344          35.15317969
Ar           42.55795606          28.90952338          36.80266079
Ar           41.17885889          22.17535858          36.97179837
Ar           32.18767868          30.35671848          40.20203077
Ar           32.27378502          34.16318319           9.20206296
Ar           42.23178088          45.22770791           9.87258435
Ar           38.83731528          34.86566898          17.05194242
Ar           29.72246677          43.70497790          13.50375487
Ar           34.28336391          32.57541440          22.49627625
Ar           44.50046472          40.77942085          19.32429798
Ar           39.18817594          37.48167527          28.07128813
Ar           34.83362479          39.13957248          29.20939452
Ar           34.89053539          32.25124287          39.11863511
Ar           39.61971613          41.02339275          32.39821173
Ar           35.54709293          35.84950647          33.06549704
Ar           33.04090596          35.46497532          38.15139182
     108
nfi=     500 etot=         13.99592542
Ar           10.22007903          10.93127989          13.59420032
Ar           15.86855970          15.65279202          11.24573156
Ar           17.99151612          11.28812508          16.95217738
Ar           13.25823975          15.95207683          16.17152261
Ar           10.95602740          11.27227840          19.77544774
Ar           10.74517012          19.98894126          26.35104826
Ar           14.76331548          17.78368790          29.51803147
Ar            5.85853906          18.77796808          25.67838604
Ar           12.15638848          12.78332232          35.70126409
Ar           18.89216225          16.97076990          37.39449094
Ar           16.96185547          14.59833892          41.38778053
Ar           12.79626677          21.58857074          40.97906231
Ar           11.07354446          23.64515973          13.58949715
Ar           12.16825702          29.25467398           9.44860297
Ar           12.26743114          16.46689272          10.37608551
Ar           13.92612862          27.91736806          14.60319532
Ar            8.66393624          24.19507974          24.07409197
Ar           19.30848078          27.87283468          23.89762012
Ar           17.33513711          15.07075034          24.68494671
Ar            7.60215742          31.60779855          32.41343815
Ar           12.14991987          22.98695169          33.45312755
Ar           21.69183473          30.90516911          30.45401600
Ar           14.77073885          24.29968089          42.97685367
Ar            7.87603296          27.17587583          43.40975948
Ar           15.84631303          36.79666220          12.16034173
Ar           16.93645182          41.47792466           9.34948739
Ar           15.56483930          30.10346258          16.88640237
Ar           16.39712975          39.04400920          19.18076569
Ar           15.16107387          32.59033659          23.98876996
Ar           18.05476913          41.60107922          24.01913417
Ar           17.49825080          32.24692892          33.49609984
Ar           10.57994240          38.46570595          29.06271108
Ar           10.70366197          33.87883282          31.96524106
Ar           14.55575178          34.56262563          31.14061062
Ar           22.98492107          35.59875714          40.54864930
Ar            8.32337717          36.44143254          32.68827854
Ar           16.59103439          12.27598537           9.63743919
Ar           27.94987189          16.35099053           7.11925195
Ar           27.52790798           6.68892298          20.04948729
Ar           22.10838342          16.99141637          17.02953603
Ar           24.07659456           8.59425222          26.01321682
Ar           38.92691978          13.45850273          22.19329163
Ar           22.92561302          14.10025409          25.82169341
Ar           21.30448872          12.17984871          28.72822117
Ar           20.49541779          12.02846111          34.30488969
Ar           24.55794252          18.21665122          38.00082529
Ar           25.58755801          13.31210355          39.55459607
Ar           20.26243498          16.77169314          40.78576887
Ar           27.26910620          26.76764541          21.15639611
Ar           29.84306909          27.57860486           5.68327296
Ar           23.20965055          22.06068251          15.78266379
Ar           24.97698110          31.39422607          16.19312880
Ar           20.52884566          20.05218401          24.31480112
Ar           26.66189121          25.55884886          26.32578629
Ar           27.86404412          22.32638429          30.04229511
Ar           28.09293944          28.44311221          30.88533757
Ar           22.87781878          26.01636503          28.51306522
Ar           25.22533246          28.36252987          33.65997346
Ar           29.14433785          21.57333394          38.19611526
Ar           28.46970219          31.66653492          38.54019601
Ar           23.79415864          32.23274704          10.17296892
Ar           28.55537554          38.06965425          12.91955123
Ar           28.77046695          32.20607520          18.90691296
Ar           18.82407961          30.01245875          14.59714980
Ar           22.75638166          34.96568412          21.54228966
Ar           23.85905215          39.76350254          20.58439221
Ar           27.77523961          36.99152550          26.52866027
Ar           18.10448263          43.49895141          32.11275746
Ar           27.05874475          33.66559548          29.77320802
Ar           29.61532460          40.51136924          39.14737672
Ar           27.58380977          34.32010232          43.25926031
Ar           20.16205630          36.08959223          43.88392860
Ar           34.08627292          11.25845074          12.75438191
Ar           38.94364513          12.87741895          11.52072563
Ar           41.08831960          19.30801536          14.79954089
Ar           37.11820027          15.20475340          14.66409497
Ar           41.84557119          13.92966502          19.24538636
Ar           37.30057513          18.06975437          20.18327782
Ar           41.34448892          10.94014551          29.20019726
Ar           35.84953524          15.99845423          26.14294319
Ar           34.15808863          11.55649544          30.34888946
Ar           45.64696934          12.50063131          31.60112470
Ar           35.94803261          12.68265027          43.47971332
Ar           33.64174155          20.62776550          42.61847240
Ar           35.90187882          26.14837676          10.05766746
Ar           42.14403214          26.62817885          12.79704272
Ar           35.36368908          24.81161662          16.72096390
Ar           36.35922096          27.22856642          19.92811473
Ar           30.33103403          23.90494144          18.57840578
